id,deck,question,answer,tags,created_at
826,"默认牌组","息风止痉药","羚羊角、牛黄、钩藤、天麻、地龙、全蝎、蜈蚣","","2026-02-27T07:55:23.006Z"
827,"默认牌组","羚羊角","平肝息风、清肝明目、清热解毒","","2026-02-27T07:55:23.006Z"
828,"默认牌组","牛黄","凉肝息风、清心豁痰、开窍醒神、清热解毒","","2026-02-27T07:55:23.006Z"
829,"默认牌组","钩藤","息风定惊、清热平肝","","2026-02-27T07:55:23.006Z"
830,"默认牌组","天麻","息风止痉、平抑肝阳、祛风通络","","2026-02-27T07:55:23.006Z"
831,"默认牌组","地龙","清热定惊、通络平喘、利尿","","2026-02-27T07:55:23.006Z"
832,"默认牌组","全蝎","息风镇痉、通络止痛、攻毒散结","","2026-02-27T07:55:23.006Z"
833,"默认牌组","蜈蚣","息风镇痉、通络止痛、攻毒散结","","2026-02-27T07:55:23.006Z"
834,"默认牌组","开窍药","麝香、冰片、苏合香、石菖蒲","","2026-02-27T07:55:23.006Z"
835,"默认牌组","麝香","开窍醒神、活血通经、消肿止痛","","2026-02-27T07:55:23.006Z"
836,"默认牌组","冰片","开窍醒神、清热止痛","","2026-02-27T07:55:23.006Z"
837,"默认牌组","苏合香","开窍醒神、辟秽止痛","","2026-02-27T07:55:23.006Z"
838,"默认牌组","石菖蒲","开窍豁痰、醒神益智、化湿和胃","","2026-02-27T07:55:23.006Z"
839,"默认牌组","补气药","人参、西洋参、党参、太子参、黄芪、白术、山药、甘草","","2026-02-27T07:55:23.006Z"
840,"默认牌组","人参","大补元气、复脉固脱、补脾益肺、生津养血、安神益智","","2026-02-27T07:55:23.006Z"
841,"默认牌组","西洋参","补气养阴、清热生津","","2026-02-27T07:55:23.006Z"
842,"默认牌组","党参","健脾益肺、养血生津","","2026-02-27T07:55:23.006Z"
843,"默认牌组","太子参","益气健脾、生津润肺","","2026-02-27T07:55:23.006Z"
844,"默认牌组","黄芪","补气升阳、固表止汗、利水消肿、生津养血、行滞通痹、托毒排脓、敛疮生肌","","2026-02-27T07:55:23.006Z"
845,"默认牌组","白术","健脾益气、燥湿利水、止汗安胎","","2026-02-27T07:55:23.006Z"
846,"默认牌组","山药","补脾养胃、生津益肺、补肾涩精","","2026-02-27T07:55:23.006Z"
847,"默认牌组","甘草","补脾益气、清热解毒、祛痰止咳、缓急止痛、调和诸药","","2026-02-27T07:55:23.006Z"
848,"默认牌组","补阳药","鹿茸、紫河车、淫羊藿、仙茅、杜仲、续断、肉苁蓉、补骨脂、益智仁、菟丝子、沙苑子、蛤蚧、冬虫夏草","","2026-02-27T07:55:23.006Z"
849,"默认牌组","鹿茸","补肾阳、益精血、强筋骨、调冲任、托疮毒","","2026-02-27T07:55:23.006Z"
850,"默认牌组","紫河车","温肾补精、益气养血","","2026-02-27T07:55:23.006Z"
851,"默认牌组","淫羊藿","补肾阳、强筋骨、祛风湿","","2026-02-27T07:55:23.006Z"
852,"默认牌组","仙茅","补肾阳、强筋骨、祛寒湿","","2026-02-27T07:55:23.006Z"
853,"默认牌组","杜仲","补肝肾、强筋骨、安胎","","2026-02-27T07:55:23.006Z"
854,"默认牌组","续断","补肝肾、强筋骨、续折伤、止崩漏","","2026-02-27T07:55:23.006Z"
855,"默认牌组","肉苁蓉","补肾阳、益精血、润肠通便","","2026-02-27T07:55:23.006Z"
856,"默认牌组","补骨脂","温肾助阳、纳气平喘、温脾止泻、外用消风祛斑","","2026-02-27T07:55:23.006Z"
857,"默认牌组","益智仁","温肾固精缩尿、温脾止泻摄唾","","2026-02-27T07:55:23.006Z"
858,"默认牌组","菟丝子","补益肝肾、固精缩尿、安胎明目、止泻、外用消风祛斑","","2026-02-27T07:55:23.006Z"
859,"默认牌组","沙苑子","补肾助阳、固精缩尿、养肝明目","","2026-02-27T07:55:23.006Z"
860,"默认牌组","蛤蚧","补肺益肾、纳气定喘、助阳益精","","2026-02-27T07:55:23.006Z"
861,"默认牌组","冬虫夏草","补肾益肺、止血化痰","","2026-02-27T07:55:23.006Z"
862,"默认牌组","补血药","当归、熟地、白芍、阿胶","","2026-02-27T07:55:23.006Z"
863,"默认牌组","当归","补血活血、调经止痛、润肠通便","","2026-02-27T07:55:23.006Z"
864,"默认牌组","熟地","补血滋阴、益精填髓","","2026-02-27T07:55:23.006Z"
865,"默认牌组","白芍","养血调经、敛阴止汗、柔肝止痛、平抑肝阳","","2026-02-27T07:55:23.006Z"
866,"默认牌组","阿胶","补血滋阴、润燥止血","","2026-02-27T07:55:23.006Z"
867,"默认牌组","补阴药","南沙参、百合、麦冬、石斛、玉竹、黄精、枸杞子、墨旱莲、女贞子、龟甲、鳖甲","","2026-02-27T07:55:23.006Z"
868,"默认牌组","南沙参","养阴清肺、益胃生津、化痰益气","","2026-02-27T07:55:23.006Z"
869,"默认牌组","百合","养阴润肺、清心安神","","2026-02-27T07:55:23.006Z"
870,"默认牌组","麦冬","养阴润肺、益胃生津、清心除烦","","2026-02-27T07:55:23.006Z"
871,"默认牌组","石斛","益胃生津、滋阴清热","","2026-02-27T07:55:23.006Z"
872,"默认牌组","玉竹","养阴润燥、生津止渴","","2026-02-27T07:55:23.006Z"
873,"默认牌组","黄精","补气养阴、生津润肺、益肾","","2026-02-27T07:55:23.006Z"
874,"默认牌组","枸杞子","滋补肝肾、益精明目","","2026-02-27T07:55:23.006Z"
875,"默认牌组","墨旱莲","滋补肝肾、凉血止血","","2026-02-27T07:55:23.006Z"
876,"默认牌组","女贞子","滋补肝肾、明目乌发","","2026-02-27T07:55:23.006Z"
877,"默认牌组","龟甲","滋阴潜阳、益肾强骨、养血补心、固经止崩","","2026-02-27T07:55:23.006Z"
878,"默认牌组","鳖甲","滋阴潜阳、退热除蒸、软坚散结","","2026-02-27T07:55:23.006Z"
879,"默认牌组","固表止汗药","麻黄根","","2026-02-27T07:55:23.006Z"
880,"默认牌组","麻黄根","固表止汗","","2026-02-27T07:55:23.006Z"
881,"默认牌组","敛肺涩肠药","五味子、乌梅、诃子、肉豆蔻","","2026-02-27T07:55:23.006Z"
882,"默认牌组","五味子","收敛固涩、益气生津、补肾宁心","","2026-02-27T07:55:23.006Z"
883,"默认牌组","乌梅","敛肺涩肠、生津安蛔","","2026-02-27T07:55:23.006Z"
884,"默认牌组","诃子","涩肠止泻、敛肺止咳、降火利咽","","2026-02-27T07:55:23.006Z"
885,"默认牌组","肉豆蔻","温中行气、涩肠止泻","","2026-02-27T07:55:23.006Z"
886,"默认牌组","固精缩尿止带药","山茱萸、桑螵蛸、海螵蛸、莲子、芡实","","2026-02-27T07:55:23.006Z"
887,"默认牌组","山茱萸","补益肝肾、收涩固脱","","2026-02-27T07:55:23.006Z"
888,"默认牌组","桑螵蛸","固精缩尿、平补助阳","","2026-02-27T07:55:23.006Z"
889,"默认牌组","海螵蛸","收敛止血、涩精止带，制酸止痛、收湿敛疮","","2026-02-27T07:55:23.006Z"
890,"默认牌组","莲子","补脾止泻、止带、益肾涩精、养心安神","","2026-02-27T07:55:23.006Z"
891,"默认牌组","芡实","益肾固精、补脾止泻、除湿止带","","2026-02-27T07:55:23.006Z"
